Title,Author1,Date,Publisher,DOI
Assistive technologies and the visually impaired,David J. Calder,June 2010,PETRA '10: Proceedings of the 3rd International Conference on PErvasive Technologies Related to Assistive Environments,https://dl.acm.org/doi/10.1145/1839294.1839296
OCEANS,Siming Chen,November 2014,VizSec '14: Proceedings of the Eleventh Workshop on Visualization for Cyber Security,https://dl.acm.org/doi/10.1145/2671491.2671493
Analisando sistemas de classificação na web sob a perspectiva da interação social em comunidades de prática,Fernando M. Figueira Filho,October 2008,IHC '08: Proceedings of the VIII Brazilian Symposium on Human Factors in Computing Systems,https://dl.acm.org/doi/10.5555/1497470.1497476
Fusality,Nicholas F. Polys,June 2015,Web3D '15: Proceedings of the 20th International Conference on 3D Web Technology,https://dl.acm.org/doi/10.1145/2775292.2775317
Facilitating Asynchronous Collaboration in Scientific Workflow Composition Using Provenance,Mostafa AbediniAla,June 2022,"Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 6, Issue EICS",https://dl.acm.org/doi/10.1145/3534520
Do You Really Need to Know Where “That” Is? Enhancing Support for Referencing in Collaborative Mixed Reality Environments,Janet G Johnson,Open Access,CHI '21: Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/3411764.3445246
Optimal Adapter Creation for Process Composition in Synchronous vs. Asynchronous Communication,Zhe Shan,July 2012,"ACM Transactions on Management Information Systems (TMIS), Volume 3, Issue 2",https://dl.acm.org/doi/10.1145/2229156.2229160
The Relevance of Theories and Models of Collaboration to Child Development Support Activities,Sean P. Mikles,February 2017,CSCW '17 Companion: Companion of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing,https://dl.acm.org/doi/10.1145/3022198.3026334
Collaborative privacy management,Yao Guo,September 2014,SPME '14: Proceedings of the ACM MobiCom workshop on Security and privacy in mobile environments,https://dl.acm.org/doi/10.1145/2646584.2646590
The Relevance of Theories and Models of Collaboration to Child Development Support Activities,Sean P. Mikles,February 2017,CSCW '17 Companion: Companion of the 2017 ACM Conference on Computer Supported Cooperative Work and Social Computing,https://dl.acm.org/doi/10.1145/3022198.3026334
Collaborative privacy management,Yao Guo,September 2014,SPME '14: Proceedings of the ACM MobiCom workshop on Security and privacy in mobile environments,https://dl.acm.org/doi/10.1145/2646584.2646590
Integrating Collaboration and Leadership in Conversational Group Recommender Systems,David Contreras,August 2021,"ACM Transactions on Information Systems (TOIS), Volume 39, Issue 4",https://dl.acm.org/doi/10.1145/3462759
Is Interaction More Important than Individual Performance?,Thomas Arnold,April 2017,WWW '17 Companion: Proceedings of the 26th International Conference on World Wide Web Companion,https://dl.acm.org/doi/10.1145/3041021.3053362
L@S '20: Proceedings of the Seventh ACM Conference on Learning @ Scale,David Joyner,August 2020,No publisher,No doi
Heterogeneous Collaborative Refining for Real-Time End-to-End Image-Text Retrieval System,Nan Guo,Open Access,ICIAI '22: Proceedings of the 2022 6th International Conference on Innovation in Artificial Intelligence,https://dl.acm.org/doi/10.1145/3529466.3529486
What students really need beyond learning content,Victor Manuel Garcia-Barrios,September 2009,MindTrek '09: Proceedings of the 13th International MindTrek Conference: Everyday Life in the Ubiquitous Era,https://dl.acm.org/doi/10.1145/1621841.1621869
Understanding Women's Remote Collaborative Programming Experiences,Kimberly Michelle Ying,Public Access,"Proceedings of the ACM on Human-Computer Interaction (PACMHCI), Volume 4, Issue CSCW3",https://dl.acm.org/doi/10.1145/3432952
Energy-efficient Collaborative Sensing: Learning the Latent Correlations of Heterogeneous Sensors,Yunji Liang,June 2021,"ACM Transactions on Sensor Networks (TOSN), Volume 17, Issue 3",https://dl.acm.org/doi/10.1145/3448416
Arts/tech collaboration with embedded systems and kinetic art,Erik Brunvand,July 2013,SIGGRAPH '13: ACM SIGGRAPH 2013 Talks,https://dl.acm.org/doi/10.1145/2504459.2504488
AMiner,Jie Tang,February 2016,WSDM '16: Proceedings of the Ninth ACM International Conference on Web Search and Data Mining,https://dl.acm.org/doi/10.1145/2835776.2835849
Flexible notification for collaborative systems,Haifeng Shen,November 2002,CSCW '02: Proceedings of the 2002 ACM conference on Computer supported cooperative work,https://dl.acm.org/doi/10.1145/587078.587090
Bring your own device,William Widjaja,September 2014,UbiComp '14 Adjunct: Proceedings of the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct Publication,https://dl.acm.org/doi/10.1145/2638728.2638766
On the efficacy of present grid computing software for deploying a medical grid,Javier Delgado,April 2009,"TAPIA '09: The Fifth Richard Tapia Celebration of Diversity in Computing Conference: Intellect, Initiatives, Insight, and Innovations",https://dl.acm.org/doi/10.1145/1565799.1565818
Realization for Implementing Federated Learning Based Intrusion Detection with Non-IID IoT Datasets,Ping-Yen Lin,December 2023,CCIOT '23: Proceedings of the 2023 8th International Conference on Cloud Computing and Internet of Things,https://dl.acm.org/doi/10.1145/3627345.3627367
Designing interactivity for the specific context of designerly collaborations,Eli Blevis,April 2005,CHI EA '05: CHI '05 Extended Abstracts on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/1056808.1056880
Virtual machines in transnational digital government,Andréa Matsunaga,May 2005,dg.o '05: Proceedings of the 2005 national conference on Digital government research,https://dl.acm.org/doi/10.5555/1065226.1065309
Mobile collaboration,Jerry Alan Fails,June 2010,IDC '10: Proceedings of the 9th International Conference on Interaction Design and Children,https://dl.acm.org/doi/10.1145/1810543.1810547
Supporting Web-based Collaboration for Construction Site Monitoring,Andreas Dietze,December 2021,Web3D '21: Proceedings of the 26th International Conference on 3D Web Technology,https://dl.acm.org/doi/10.1145/3485444.3495180
Joint Emotional State of Children and Perceived Collaborative Experience in Coding Activities,Kshitij Sharma,June 2019,IDC '19: Proceedings of the 18th ACM International Conference on Interaction Design and Children,https://dl.acm.org/doi/10.1145/3311927.3323145
Cloud-based Collaborative Agricultural Learning with Flexible Model Size and Adaptive Batch Number,Hongjian Shi,October 2023,"ACM Transactions on Sensor Networks (TOSN), Just Accepted ",https://dl.acm.org/doi/10.1145/3628431
Optimizing Onsite Food Services at Scale,Konstantina Mellou,November 2020,SIGSPATIAL '20: Proceedings of the 28th International Conference on Advances in Geographic Information Systems,https://dl.acm.org/doi/10.1145/3397536.3422266
MuGIS multi-user geographical information system,Sebastian Schöffel,September 2014,MobileHCI '14: Proceedings of the 16th international conference on Human-computer interaction with mobile devices & services,https://dl.acm.org/doi/10.1145/2628363.2634219
An Edge Service for Managing HPC Workflows,J. Taylor Childers,November 2017,HUST'17: Proceedings of the Fourth International Workshop on HPC User Support Tools,https://dl.acm.org/doi/10.1145/3152493.3152557
Virtual machines in transnational digital government,Andréa Matsunaga,May 2005,dg.o '05: Proceedings of the 2005 national conference on Digital government research,https://dl.acm.org/doi/10.5555/1065226.1065309
Designing interactivity for the specific context of designerly collaborations,Eli Blevis,April 2005,CHI EA '05: CHI '05 Extended Abstracts on Human Factors in Computing Systems,https://dl.acm.org/doi/10.1145/1056808.1056880
BUDI: Building Urban Designs Interactively Can Spatial-Based Collaboration be Seamless?,Xi Sun,October 2020,SUI '20: Proceedings of the 2020 ACM Symposium on Spatial User Interaction,https://dl.acm.org/doi/10.1145/3385959.3422703
MarathOn Multiscreen,Edward Anstead,February 2016,CSCW '16: Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work & Social Computing,https://dl.acm.org/doi/10.1145/2818048.2820003
How social cues shape task coordination and communication,Allison Sauppé,February 2014,CSCW '14: Proceedings of the 17th ACM conference on Computer supported cooperative work & social computing,https://dl.acm.org/doi/10.1145/2531602.2531610
A Survey of Collaborative Reinforcement Learning: Interactive Methods and Design Patterns,Zhaoxing Li,June 2021,DIS '21: Proceedings of the 2021 ACM Designing Interactive Systems Conference,https://dl.acm.org/doi/10.1145/3461778.3462135
High performance heterogeneous computing for collaborative visual analysis,Jianping Li,Public Access,SA '15: SIGGRAPH Asia 2015 Visualization in High Performance Computing,https://dl.acm.org/doi/10.1145/2818517.2818534
Semantic 4-dimensional modeling of VR content in a heterogeneous collaborative environment,Jakub Flotyński,June 2018,Web3D '18: Proceedings of the 23rd International ACM Conference on 3D Web Technology,https://dl.acm.org/doi/10.1145/3208806.3208830
Tutorial: Application Development with SYCL,Rod Burns,May 2022,IWOCL '22: Proceedings of the 10th International Workshop on OpenCL,https://dl.acm.org/doi/10.1145/3529538.3530000
Collaborative Edge-Cloud and Edge-Edge Video Analytics,Samaa Gazzaz,Public Access,SoCC '19: Proceedings of the ACM Symposium on Cloud Computing,https://dl.acm.org/doi/10.1145/3357223.3366024
Enabling Collaboration in Learning Computer Programing Inclusive of Children with Vision Impairments,Anja Thieme,June 2017,DIS '17: Proceedings of the 2017 Conference on Designing Interactive Systems,https://dl.acm.org/doi/10.1145/3064663.3064689
Asymmetry in media spaces,Amy Voida,November 2008,CSCW '08: Proceedings of the 2008 ACM conference on Computer supported cooperative work,https://dl.acm.org/doi/10.1145/1460563.1460615
Collaboration mechanisms of cloud manufacturing service platform for supply chain,Jiliang Zhou,January 2020,ICCIP '19: Proceedings of the 5th International Conference on Communication and Information Processing,https://dl.acm.org/doi/10.1145/3369985.3370032
Using Eclipse in distant teaching of software engineering,Philipp Bouillon,October 2004,eclipse '04: Proceedings of the 2004 OOPSLA workshop on eclipse technology eXchange,https://dl.acm.org/doi/10.1145/1066129.1066134
Litedge,Yutong Liu,June 2019,IWQoS '19: Proceedings of the International Symposium on Quality of Service,https://dl.acm.org/doi/10.1145/3326285.3329066
Hands-on sharing,Masood Masoodian,July 2007,CHINZ '07: Proceedings of the 8th ACM SIGCHI New Zealand chapter's international conference on Computer-human interaction: design centered HCI,https://dl.acm.org/doi/10.1145/1278960.1278964
